epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,2196.62,0.45317,0.29761,0.83273,0.99573,1,0.995,0.90677,0.48018,0.23676,0.76205,0.0008516,0.0008516,0.0008516
118,2215.46,0.46093,0.31657,0.85257,0.99536,1,0.995,0.91031,0.47585,0.28405,0.75465,0.0008417,0.0008417,0.0008417
119,2233.61,0.47231,0.30605,0.83265,0.9942,1,0.995,0.92456,0.42873,0.273,0.74382,0.0008318,0.0008318,0.0008318
120,2252.04,0.44808,0.30009,0.83058,0.99557,1,0.995,0.93379,0.46916,0.258,0.7484,0.0008219,0.0008219,0.0008219
121,2271.58,0.46387,0.31172,0.84847,0.9958,1,0.995,0.9212,0.47233,0.23619,0.75273,0.000812,0.000812,0.000812
122,2289.93,0.42268,0.29364,0.83525,0.99577,1,0.995,0.92918,0.43924,0.23395,0.75084,0.0008021,0.0008021,0.0008021
123,2308.33,0.43373,0.30508,0.83862,0.99572,1,0.995,0.92747,0.46839,0.24709,0.75762,0.0007922,0.0007922,0.0007922
124,2326.25,0.42586,0.29811,0.82243,0.99565,1,0.995,0.9289,0.45808,0.24899,0.75383,0.0007823,0.0007823,0.0007823
125,2344.68,0.44548,0.30756,0.8432,0.99573,1,0.995,0.90552,0.45374,0.25875,0.74654,0.0007724,0.0007724,0.0007724
126,2363.13,0.44391,0.29961,0.84002,0.99568,1,0.995,0.90567,0.45075,0.22787,0.75399,0.0007625,0.0007625,0.0007625
127,2381.8,0.44042,0.29222,0.81969,0.9957,1,0.995,0.90753,0.4886,0.24938,0.75483,0.0007526,0.0007526,0.0007526
128,2400.35,0.42891,0.29039,0.85118,0.99566,1,0.995,0.91487,0.45142,0.23941,0.74916,0.0007427,0.0007427,0.0007427
129,2419.77,0.47997,0.30419,0.83468,0.99579,1,0.995,0.93901,0.38807,0.22131,0.74102,0.0007328,0.0007328,0.0007328
130,2438.32,0.423,0.29267,0.83467,0.99584,1,0.995,0.95451,0.42482,0.23555,0.74875,0.0007229,0.0007229,0.0007229
131,2456.82,0.46588,0.29853,0.83472,0.99569,1,0.995,0.91319,0.47982,0.23116,0.76151,0.000713,0.000713,0.000713
132,2475.63,0.41477,0.29026,0.83176,0.99563,1,0.995,0.90841,0.45976,0.24173,0.75931,0.0007031,0.0007031,0.0007031
133,2495.07,0.43354,0.29287,0.82059,0.99576,1,0.995,0.93845,0.44237,0.22939,0.75586,0.0006932,0.0006932,0.0006932
134,2513.62,0.45397,0.29695,0.83502,1,1,0.995,0.91115,0.48646,0.25711,0.75698,0.0006833,0.0006833,0.0006833
135,2531.22,0.42316,0.27827,0.8323,1,1,0.995,0.93553,0.44501,0.22775,0.75057,0.0006734,0.0006734,0.0006734
136,2550.25,0.42535,0.29539,0.82883,0.99575,1,0.995,0.91484,0.43629,0.23627,0.75328,0.0006635,0.0006635,0.0006635
137,2568.89,0.43309,0.29169,0.83418,0.99575,1,0.995,0.91015,0.43582,0.23087,0.75622,0.0006536,0.0006536,0.0006536
138,2588.23,0.41903,0.2846,0.82782,0.9958,1,0.995,0.90811,0.46579,0.22567,0.76138,0.0006437,0.0006437,0.0006437
139,2607.22,0.42561,0.2893,0.83605,0.99578,1,0.995,0.91251,0.44236,0.21943,0.75567,0.0006338,0.0006338,0.0006338
140,2625.87,0.41659,0.27552,0.83374,0.99573,1,0.995,0.91449,0.43842,0.24994,0.75269,0.0006239,0.0006239,0.0006239
141,2644.82,0.43711,0.28954,0.83453,0.99575,1,0.995,0.92423,0.43234,0.26126,0.74875,0.000614,0.000614,0.000614
142,2664.02,0.41326,0.27949,0.83973,1,1,0.995,0.93035,0.44322,0.23597,0.75072,0.0006041,0.0006041,0.0006041
143,2682.68,0.42064,0.28857,0.8386,1,1,0.995,0.92622,0.43467,0.22432,0.74843,0.0005942,0.0005942,0.0005942
144,2701.65,0.41237,0.27191,0.84406,1,1,0.995,0.92635,0.44729,0.23974,0.75085,0.0005843,0.0005843,0.0005843
145,2720.53,0.42875,0.28842,0.83243,1,1,0.995,0.91606,0.46404,0.24794,0.75672,0.0005744,0.0005744,0.0005744
146,2739.19,0.40742,0.27899,0.81728,1,1,0.995,0.93093,0.44503,0.24681,0.75219,0.0005645,0.0005645,0.0005645
147,2757.63,0.4483,0.29102,0.82809,0.99583,1,0.995,0.92749,0.43219,0.23424,0.7512,0.0005546,0.0005546,0.0005546
148,2776.31,0.42697,0.279,0.82487,0.99579,1,0.995,0.93039,0.44787,0.22051,0.75755,0.0005447,0.0005447,0.0005447
149,2795.49,0.41388,0.27002,0.8148,0.99582,1,0.995,0.92632,0.4488,0.219,0.75577,0.0005348,0.0005348,0.0005348
150,2814.49,0.3888,0.25954,0.82952,0.99581,1,0.995,0.90899,0.44469,0.23422,0.75355,0.0005249,0.0005249,0.0005249
151,2833.15,0.42037,0.2765,0.83201,0.99581,1,0.995,0.92159,0.46233,0.25457,0.7612,0.000515,0.000515,0.000515
152,2851.8,0.45067,0.29846,0.84408,0.99575,1,0.995,0.92318,0.44243,0.24646,0.75865,0.0005051,0.0005051,0.0005051
153,2869.98,0.40142,0.26841,0.81278,0.99577,1,0.995,0.91204,0.40749,0.23207,0.745,0.0004952,0.0004952,0.0004952
154,2888.5,0.3987,0.27705,0.8326,0.99576,1,0.995,0.93146,0.41105,0.21377,0.74455,0.0004853,0.0004853,0.0004853
155,2907.44,0.40489,0.27136,0.81035,0.99581,1,0.995,0.90753,0.4757,0.23649,0.76541,0.0004754,0.0004754,0.0004754
156,2926.17,0.41322,0.26592,0.82344,0.99582,1,0.995,0.91512,0.51216,0.24294,0.77609,0.0004655,0.0004655,0.0004655
157,2944.51,0.39708,0.26643,0.83089,0.99585,1,0.995,0.91229,0.47231,0.23139,0.76056,0.0004556,0.0004556,0.0004556
158,2963.93,0.41717,0.26953,0.83113,0.99582,1,0.995,0.91809,0.46485,0.23724,0.75188,0.0004457,0.0004457,0.0004457
159,2982.08,0.39489,0.26826,0.82654,0.99574,1,0.995,0.91731,0.48817,0.23632,0.76123,0.0004358,0.0004358,0.0004358
160,3000.49,0.40937,0.26067,0.83245,0.99581,1,0.995,0.91812,0.4893,0.23712,0.7662,0.0004259,0.0004259,0.0004259
161,3019.64,0.40061,0.26267,0.82934,0.99581,1,0.995,0.92731,0.46453,0.23125,0.76497,0.000416,0.000416,0.000416
162,3038.07,0.38184,0.25192,0.81768,0.99574,1,0.995,0.94099,0.44112,0.23361,0.76049,0.0004061,0.0004061,0.0004061
163,3056.49,0.40987,0.26227,0.83234,0.99578,1,0.995,0.92395,0.47174,0.24399,0.76706,0.0003962,0.0003962,0.0003962
164,3074.63,0.382,0.26071,0.82817,0.99579,1,0.995,0.92908,0.48392,0.25086,0.7712,0.0003863,0.0003863,0.0003863
165,3093.15,0.39935,0.26425,0.81413,0.99579,1,0.995,0.92152,0.47821,0.25088,0.76955,0.0003764,0.0003764,0.0003764
166,3111.01,0.39901,0.26891,0.83831,0.99574,1,0.995,0.92572,0.46719,0.23401,0.76264,0.0003665,0.0003665,0.0003665
167,3129.49,0.42101,0.27045,0.83617,0.99572,1,0.995,0.9207,0.48069,0.23681,0.76213,0.0003566,0.0003566,0.0003566
168,3147.9,0.38185,0.26049,0.82307,0.99572,1,0.995,0.91902,0.5037,0.24819,0.76597,0.0003467,0.0003467,0.0003467
169,3167.38,0.3841,0.26309,0.82417,0.99574,1,0.995,0.90783,0.4963,0.2483,0.76843,0.0003368,0.0003368,0.0003368
170,3185.91,0.39282,0.26285,0.8273,0.99572,1,0.995,0.91294,0.49232,0.2164,0.77294,0.0003269,0.0003269,0.0003269
171,3203.48,0.39283,0.25458,0.82793,0.99582,1,0.995,0.92204,0.48105,0.21314,0.77235,0.000317,0.000317,0.000317
172,3222.19,0.37801,0.24918,0.80222,0.99579,1,0.995,0.92356,0.49093,0.22125,0.77338,0.0003071,0.0003071,0.0003071
173,3240.38,0.40899,0.26744,0.83434,0.99579,1,0.995,0.91368,0.49398,0.2171,0.7745,0.0002972,0.0002972,0.0002972
174,3259.24,0.3656,0.246,0.81682,0.99577,1,0.995,0.9227,0.47428,0.21156,0.76978,0.0002873,0.0002873,0.0002873
175,3277.44,0.38136,0.24545,0.81739,0.99575,1,0.995,0.92115,0.47922,0.21711,0.76884,0.0002774,0.0002774,0.0002774
176,3296.45,0.38517,0.24739,0.82458,0.99577,1,0.995,0.91907,0.48818,0.22517,0.76873,0.0002675,0.0002675,0.0002675
177,3315.19,0.37559,0.2562,0.81408,0.99582,1,0.995,0.9134,0.48675,0.2344,0.76439,0.0002576,0.0002576,0.0002576
178,3333.43,0.37403,0.24813,0.83348,0.99586,1,0.995,0.9262,0.46903,0.21931,0.75849,0.0002477,0.0002477,0.0002477
179,3352.23,0.37611,0.24872,0.81676,0.99585,1,0.995,0.91908,0.46066,0.21841,0.7575,0.0002378,0.0002378,0.0002378
180,3370.71,0.37355,0.25001,0.84169,0.99585,1,0.995,0.91827,0.45471,0.21965,0.75682,0.0002279,0.0002279,0.0002279
181,3388.98,0.377,0.25294,0.8342,0.99589,1,0.995,0.91827,0.45832,0.21933,0.75553,0.000218,0.000218,0.000218
182,3408.47,0.38825,0.25336,0.83253,0.99586,1,0.995,0.91036,0.47653,0.23759,0.75625,0.0002081,0.0002081,0.0002081
183,3427.05,0.35467,0.24099,0.80898,0.9958,1,0.995,0.90822,0.49067,0.24178,0.76227,0.0001982,0.0001982,0.0001982
184,3446.11,0.37967,0.25058,0.82223,0.99581,1,0.995,0.90765,0.48606,0.23901,0.76337,0.0001883,0.0001883,0.0001883
185,3464.89,0.36811,0.24543,0.80878,0.99587,1,0.995,0.91036,0.47112,0.2369,0.75554,0.0001784,0.0001784,0.0001784
186,3483.6,0.38302,0.24342,0.82716,0.99584,1,0.995,0.916,0.4477,0.22876,0.75116,0.0001685,0.0001685,0.0001685
187,3502.08,0.36918,0.24496,0.81387,0.99583,1,0.995,0.92187,0.44549,0.22537,0.7515,0.0001586,0.0001586,0.0001586
188,3520.49,0.3734,0.24354,0.82246,0.99579,1,0.995,0.90883,0.45305,0.22165,0.7563,0.0001487,0.0001487,0.0001487
189,3539.27,0.36967,0.24893,0.82838,0.99581,1,0.995,0.92089,0.46225,0.21725,0.76051,0.0001388,0.0001388,0.0001388
190,3557.7,0.37815,0.24766,0.82204,0.99585,1,0.995,0.91914,0.46534,0.21915,0.76424,0.0001289,0.0001289,0.0001289
191,3576.05,0.35997,0.22575,0.8023,0.9958,1,0.995,0.92572,0.44947,0.21292,0.76051,0.000119,0.000119,0.000119
192,3594.88,0.35017,0.22527,0.79499,0.99577,1,0.995,0.92177,0.44784,0.20745,0.76072,0.0001091,0.0001091,0.0001091
